user_id,travel_reason,expectations_from_neighbor,conversation_trigger,openness_score
27b2ebf3-428a-46be-8ead-0547c61885bf,Visite famille/amis,Réseautage pro,Il/elle partage mes centres d’intérêt,1
533dd9f2-d244-49ed-bdcf-7e0b335a3cd3,Loisirs/vacances,Discussion sympa,Ça dépend,5
0f6f8349-d7a1-49c2-8cf8-7f49b0aca39a,Autre,Rester tranquille,Il/elle partage mes centres d’intérêt,1
7cc34fa4-289b-4516-bb88-2fa31a2bb682,Loisirs/vacances,Autre,Il/elle partage mes centres d’intérêt,2
29b55e80-2f0f-40b5-8a61-db9ba0fa75aa,Autre,Rester tranquille,Ça dépend,2
3bdb069c-cde9-44ba-a80b-09b307ba8e37,Loisirs/vacances,Discussion sympa,Ça dépend,3
dc7a2d9a-0893-43f3-b123-a0be79b1a532,Travail/études,Discussion sympa,Ça dépend,1
11fc76eb-7b3e-4712-9a4a-7aea611428a6,Visite famille/amis,Discussion sympa,Le trajet est long,2
08857ee4-7beb-42c9-a9f2-7583a0a09032,Visite famille/amis,Autre,Il/elle partage mes centres d’intérêt,1
9b0c4422-bbad-4176-a1e2-234fafc2d478,Loisirs/vacances,Autre,La conversation est légère,5
2114a9aa-de9a-44ae-9c64-ddb139dbb9b2,Autre,Échanger sur un sujet commun,Le trajet est long,5
9566c04b-ee47-465b-a10d-e97ba79eecf9,Loisirs/vacances,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,3
537cc1ec-171d-4133-aba9-9eb874ba1fca,Loisirs/vacances,Rester tranquille,Le trajet est long,3
50ddd822-c0c2-485e-9c8c-d1c33d3e4638,Travail/études,Autre,Le trajet est long,1
c7bda840-9311-490f-9d7d-6ac3d00fc14a,Loisirs/vacances,Rester tranquille,Il/elle partage mes centres d’intérêt,4
e3bc507c-1f43-45f0-8079-60c5955411db,Visite famille/amis,Discussion sympa,Jamais,5
913459d4-512b-4ac1-a5f7-13c97eaeb1cb,Travail/études,Discussion sympa,Jamais,4
ac6f623c-6f67-4c71-bbb5-7712cb8c7239,Visite famille/amis,Rester tranquille,Il/elle partage mes centres d’intérêt,1
5a033595-a1f9-487e-a6dd-c213f77c297e,Visite famille/amis,Autre,Jamais,5
fad82634-5b6d-4a2f-83c7-2f7a01de41d0,Travail/études,Réseautage pro,Il/elle partage mes centres d’intérêt,1
a183a033-2337-4565-8b4f-ed0afb0ebfc3,Loisirs/vacances,Rester tranquille,Ça dépend,4
06649843-fe07-402c-a46b-ec38095e67cb,Loisirs/vacances,Autre,Le trajet est long,1
91203165-42ab-4314-a175-db98ea8dbd04,Loisirs/vacances,Réseautage pro,La conversation est légère,5
a8c2665b-627f-460b-89f8-678137d3e8d7,Loisirs/vacances,Réseautage pro,La conversation est légère,5
749dc115-9614-4f92-b93e-32200f96e195,Visite famille/amis,Rester tranquille,La conversation est légère,1
906ceb10-fd53-4510-9616-87accd8a2118,Visite famille/amis,Rester tranquille,Jamais,4
d09c9a50-2091-462d-a48f-4d775b4e737e,Travail/études,Rester tranquille,Jamais,5
c201cf36-82bf-4e76-af2c-52edc1b47495,Travail/études,Rester tranquille,Ça dépend,5
5bb4eea9-060c-4bb5-a21c-7f59b8058f01,Travail/études,Autre,La conversation est légère,4
c6e3c0f4-4128-4b28-8265-e6e44fb3d1b5,Autre,Discussion sympa,Le trajet est long,3
39151197-3d4c-4af0-a97b-4a1eb242da06,Loisirs/vacances,Rester tranquille,La conversation est légère,2
a8ec44cb-891a-475d-9503-543948dda342,Travail/études,Autre,Jamais,2
270acfd8-b975-4629-8cb5-0356ed748eb2,Visite famille/amis,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,1
7f4495a4-90f7-4e8e-8c0c-0d4701c4404e,Autre,Discussion sympa,Jamais,5
f5097b6f-e4b3-446a-b23e-0ca12ef80829,Travail/études,Réseautage pro,Ça dépend,3
532557d0-ff2a-457d-9729-6c12fbd2f1f2,Loisirs/vacances,Discussion sympa,Il/elle partage mes centres d’intérêt,1
95edd5f9-eddd-4da5-85db-59764c65e304,Visite famille/amis,Discussion sympa,Il/elle partage mes centres d’intérêt,3
7ea85ca5-7fc6-459c-aab0-7a22c0dcc848,Visite famille/amis,Réseautage pro,Jamais,1
69a1361f-6e6f-4333-96fa-037ab01f4781,Autre,Autre,La conversation est légère,5
0e88ab9a-0ad7-47e5-bcd2-984949935045,Visite famille/amis,Discussion sympa,La conversation est légère,1
414c1a03-a42d-4b32-9d3c-b6c8a2f152fd,Loisirs/vacances,Discussion sympa,Jamais,4
045ffd91-c5ec-4a1b-8643-95d981a92ad3,Travail/études,Autre,Le trajet est long,2
2a89e803-9438-47e3-bb92-f572108f1105,Travail/études,Rester tranquille,Ça dépend,3
32d3dfc3-27ba-4a23-85ae-abf132394f64,Autre,Discussion sympa,Il/elle partage mes centres d’intérêt,4
9a3ca71a-a185-40f7-8867-47ce2b162ab3,Travail/études,Réseautage pro,Il/elle partage mes centres d’intérêt,4
87facade-4631-42a2-8cc6-a2f579bf023d,Visite famille/amis,Réseautage pro,Jamais,1
59c83a41-9c9d-4133-bfb2-6286c6a66bf8,Visite famille/amis,Autre,Il/elle partage mes centres d’intérêt,3
4afba297-2190-44f5-826d-bdd53cf845bc,Travail/études,Autre,Jamais,1
03210a87-e469-4235-92be-861a871c0776,Loisirs/vacances,Autre,Il/elle partage mes centres d’intérêt,2
1066d875-9639-4e8a-ab74-49d8d87973b5,Travail/études,Autre,Ça dépend,4
01607f31-9deb-44a9-927f-76a746957223,Visite famille/amis,Réseautage pro,Jamais,4
94dff04a-bcea-4101-8a7e-23009e881b4f,Autre,Réseautage pro,La conversation est légère,1
e5ae17bf-e16f-4081-b238-721dea7a2f56,Loisirs/vacances,Autre,Le trajet est long,4
6d1e14aa-6a14-461a-9179-1ae08f7fc4c9,Visite famille/amis,Réseautage pro,Ça dépend,1
0a079d03-cb27-4231-8593-554013e428a3,Visite famille/amis,Réseautage pro,Le trajet est long,3
c8954d6b-9021-443a-b5b9-c2ab30eb9fbe,Travail/études,Échanger sur un sujet commun,Jamais,1
09b15e74-3d02-459e-a197-53b90ac4af70,Loisirs/vacances,Échanger sur un sujet commun,La conversation est légère,4
239b0e46-b9ab-40be-8ad3-ebaa0b9e931a,Visite famille/amis,Discussion sympa,Il/elle partage mes centres d’intérêt,2
a549b934-0cfe-4d37-8a57-1a824b617fee,Visite famille/amis,Autre,Il/elle partage mes centres d’intérêt,1
7634058b-1fd2-4f05-bbc4-5ba96cf17b41,Visite famille/amis,Rester tranquille,Le trajet est long,5
78abd1a0-2798-4f2b-9f25-7301fe1ab193,Travail/études,Autre,Il/elle partage mes centres d’intérêt,1
49a699cf-5c4a-4f8c-acda-bdbdda086ec2,Visite famille/amis,Réseautage pro,Le trajet est long,3
c063fa61-5f5d-4bf8-a954-d14b05ce257d,Loisirs/vacances,Réseautage pro,Il/elle partage mes centres d’intérêt,2
64ad3c18-4076-43ce-9424-38f07c650199,Visite famille/amis,Réseautage pro,Ça dépend,1
36a01de8-280b-4c27-a8fd-98bf214d7297,Visite famille/amis,Discussion sympa,Jamais,3
2d6a2f30-1298-403a-8dab-641e4524345b,Autre,Discussion sympa,Ça dépend,3
a14cbb23-9010-41c5-bd48-00192c8128d1,Loisirs/vacances,Autre,La conversation est légère,1
082b2667-c756-4c05-95a1-f8871c878bd3,Travail/études,Réseautage pro,Ça dépend,2
fdfad813-396d-4ded-be17-edbdfcafbc4c,Loisirs/vacances,Discussion sympa,Ça dépend,2
1e9a525e-4916-446b-80c2-04c049e0489b,Autre,Rester tranquille,Il/elle partage mes centres d’intérêt,4
d8add63b-4427-4ee0-b255-92deeb1118cc,Loisirs/vacances,Rester tranquille,Ça dépend,1
49f76053-528c-4fe2-a3c6-e589e80b790d,Loisirs/vacances,Réseautage pro,La conversation est légère,3
61220701-1c8f-43e1-ab1b-08e443a010e1,Autre,Discussion sympa,Il/elle partage mes centres d’intérêt,1
9b670149-4ff0-4040-bec9-d6ae2ec438fb,Travail/études,Rester tranquille,Jamais,2
551df24f-bb21-49b5-80c1-727e5534f60b,Autre,Rester tranquille,Le trajet est long,3
6a6f24b9-c958-4540-9d21-7e3c2b61095a,Loisirs/vacances,Autre,Ça dépend,2
27b1e09d-4535-46cc-adfa-c6b0184a7114,Loisirs/vacances,Autre,Il/elle partage mes centres d’intérêt,4
ec18af83-978a-492e-8d9c-ab92519c6afb,Loisirs/vacances,Rester tranquille,Le trajet est long,3
3c3eeff2-3803-4e8f-90f2-3327433ed140,Autre,Rester tranquille,Le trajet est long,4
1681c33f-ffc1-41cd-85a1-ae9a8018003b,Visite famille/amis,Discussion sympa,Il/elle partage mes centres d’intérêt,4
8e8d0f0d-017f-4844-90d6-ad275b85a1ab,Autre,Autre,La conversation est légère,2
3acf316e-da9b-4fbe-82ef-e7e132cc0dce,Visite famille/amis,Réseautage pro,Ça dépend,3
8b01d539-368e-45f2-bdc4-e1e3968e82a9,Loisirs/vacances,Autre,Il/elle partage mes centres d’intérêt,3
5dc8bd57-e38d-4f6e-8388-8da1ad8086b5,Visite famille/amis,Réseautage pro,Ça dépend,5
77f5ec64-63ee-449c-bd52-ff6a4aa81357,Loisirs/vacances,Autre,La conversation est légère,5
90eb066b-68e9-4c2b-a553-affa8953c67e,Travail/études,Échanger sur un sujet commun,Le trajet est long,2
efae49de-6f4e-445c-917b-f55fc2683d59,Visite famille/amis,Échanger sur un sujet commun,Jamais,3
e8a74ac4-c523-4ba7-b40c-613ef09fd331,Travail/études,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,5
9d62d0a7-1aaa-4502-ac4a-fb26b56838ba,Travail/études,Échanger sur un sujet commun,Jamais,2
5229e7d6-482c-4033-aa09-d3369a18eaa3,Visite famille/amis,Rester tranquille,Jamais,4
ab6b26d4-2def-4854-bb4c-f60bfe359130,Autre,Autre,La conversation est légère,2
82612cd0-4576-41e7-93fd-917987741158,Autre,Discussion sympa,Le trajet est long,4
03bf28aa-112d-4799-9e1f-a7735b7b41db,Autre,Discussion sympa,Le trajet est long,5
99bebd6e-5c31-46c9-8f16-f601db25b3fb,Visite famille/amis,Discussion sympa,Le trajet est long,3
55fa1a9f-2b0e-47de-bd1b-06838fdd6299,Visite famille/amis,Échanger sur un sujet commun,Le trajet est long,1
ed92ba73-8a3b-4747-a957-fe6c8b7fff2a,Travail/études,Réseautage pro,Jamais,1
3656f75e-9cdd-4957-8f9a-6ee5edd5aed0,Loisirs/vacances,Échanger sur un sujet commun,La conversation est légère,2
60b5ede8-d524-402c-9280-b9e8fa35c929,Visite famille/amis,Discussion sympa,Il/elle partage mes centres d’intérêt,3
5b1c9437-0439-4c89-ae8f-377006e6bcf6,Visite famille/amis,Autre,Le trajet est long,3
63a17189-d4d3-48d2-a938-12234df39955,Loisirs/vacances,Réseautage pro,Il/elle partage mes centres d’intérêt,2
eff278f9-22f5-4da7-ae9a-c9cd76c9e766,Visite famille/amis,Échanger sur un sujet commun,Ça dépend,1
a3ffead1-daf3-4819-91d6-dd777651d0e9,Travail/études,Réseautage pro,Le trajet est long,2
b8f3e7a3-de77-4184-8e29-e8faddd28ed2,Autre,Discussion sympa,La conversation est légère,4
8e4c61b9-cce4-42bf-8bad-f1204317e1a9,Loisirs/vacances,Rester tranquille,Il/elle partage mes centres d’intérêt,1
e6229a80-f62b-42cc-a2fd-29e3ae0a908b,Autre,Réseautage pro,La conversation est légère,3
4632f1d1-fcc5-4fbc-b30d-2f57766f18aa,Visite famille/amis,Rester tranquille,Jamais,4
299ddc1c-2194-410b-8869-c5a402763cf4,Autre,Autre,Le trajet est long,3
1169a431-bd72-4344-ad53-e25db12216e2,Loisirs/vacances,Rester tranquille,La conversation est légère,3
cc7cb87d-1d6d-46eb-8b60-ef2f85adea3a,Autre,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,4
a2dd4490-17b9-4fa0-b300-599d68b30e69,Visite famille/amis,Échanger sur un sujet commun,Jamais,2
acb595b7-16d0-4352-aad5-275e21128fdb,Autre,Réseautage pro,La conversation est légère,3
993e000b-690e-47a9-aebf-13f6edd4bcfb,Travail/études,Autre,La conversation est légère,5
e4458a3a-34a1-4046-9755-86b8aa98e813,Autre,Réseautage pro,Le trajet est long,1
63da5ec3-d920-40fe-b313-d7c4924968e5,Visite famille/amis,Réseautage pro,Jamais,5
bdab091c-8091-4342-b77f-418711bad0df,Travail/études,Échanger sur un sujet commun,Ça dépend,3
b1206c65-de99-4c99-8530-afc4b13d9114,Visite famille/amis,Échanger sur un sujet commun,Ça dépend,4
085f0f5d-3490-48f8-848c-8afbdd2f9fd6,Visite famille/amis,Discussion sympa,Le trajet est long,5
028812a2-92e1-4be3-9771-1fda4487dcf0,Autre,Échanger sur un sujet commun,Le trajet est long,1
d97f6ee5-c6e2-4155-8466-bca350cc76d9,Autre,Discussion sympa,Le trajet est long,1
520524f9-c44e-460b-b295-4d2274a01700,Autre,Discussion sympa,Il/elle partage mes centres d’intérêt,2
462c114f-a644-4a3b-a49f-18301fc223dc,Loisirs/vacances,Autre,Jamais,3
78e0adf4-7c66-4e3a-85e4-384c5d6779d6,Travail/études,Autre,Ça dépend,2
1596301a-b781-4f78-a517-4cb1d4a95fc9,Autre,Réseautage pro,Jamais,1
3d63c9db-ed65-44d3-86e2-be718f0f4629,Autre,Rester tranquille,Le trajet est long,5
0539413d-2d8b-4059-9306-9bb735d20328,Travail/études,Autre,Il/elle partage mes centres d’intérêt,1
9dd2bf2a-26ca-45c0-9cba-a3eb7615b843,Loisirs/vacances,Autre,Jamais,3
f5b5601a-6730-4483-b2b4-4d13bcdaa0d6,Autre,Échanger sur un sujet commun,Le trajet est long,5
ffca6128-5b2c-4bf4-8b75-4d110ae1616d,Autre,Échanger sur un sujet commun,La conversation est légère,4
114b6a88-d584-4f1e-8638-68f7d3e34aff,Visite famille/amis,Rester tranquille,La conversation est légère,5
8c86b7b7-fa2a-4748-8230-28d5d010d4e4,Travail/études,Réseautage pro,Le trajet est long,5
d358c502-8931-4125-86e2-a73ee9d658e2,Autre,Échanger sur un sujet commun,Ça dépend,2
549df7b8-81c9-41d4-ad4c-97728021d441,Autre,Échanger sur un sujet commun,La conversation est légère,1
c24309af-ed37-49d4-8339-65bc0d173995,Autre,Discussion sympa,Jamais,3
033f871b-e376-4443-89c6-0f39e0908d49,Loisirs/vacances,Échanger sur un sujet commun,La conversation est légère,5
1d7ddfba-59c3-4671-b1ff-1d8016ccd43c,Visite famille/amis,Échanger sur un sujet commun,Ça dépend,1
bffbf700-9797-4209-a131-970c391452b7,Autre,Réseautage pro,Ça dépend,3
cdd907e0-14c1-445f-a146-270cfcd65c5f,Autre,Réseautage pro,Ça dépend,4
ff4ce389-62a1-4806-93ae-9a9c05ae5ea5,Loisirs/vacances,Rester tranquille,Jamais,5
0e88e648-8d4c-444f-a4af-cfe706c36bea,Loisirs/vacances,Échanger sur un sujet commun,Ça dépend,4
abfdbe22-30a1-480f-9ef2-04fc17068a3b,Autre,Autre,Le trajet est long,5
0a81d66c-622a-4bbd-bf60-26c831db3c63,Visite famille/amis,Autre,Jamais,2
b9aa0e4d-a32b-4bc5-8602-ec9c4a561821,Autre,Discussion sympa,Jamais,4
11fbb58d-ca1d-4235-8bc5-50d2316a2d18,Travail/études,Autre,La conversation est légère,4
22c4fe36-2375-4274-994a-13acbf4f182a,Travail/études,Autre,Il/elle partage mes centres d’intérêt,5
25d2fac6-bca5-4fa9-9a67-347a51c99e90,Visite famille/amis,Échanger sur un sujet commun,La conversation est légère,1
7bf873d8-ff12-4550-96ee-5298bea6ee0e,Autre,Rester tranquille,La conversation est légère,4
336ddfa5-db63-4375-aed4-31bdd3b49a6d,Autre,Discussion sympa,La conversation est légère,5
314aebd4-045d-4ad2-a0f2-45b34c9fc1e5,Autre,Échanger sur un sujet commun,Jamais,2
12cbf223-e12b-4858-a8cf-d1236845ea93,Loisirs/vacances,Échanger sur un sujet commun,Jamais,5
e9a3c73a-720c-4b09-99ce-3ef6f04e2231,Loisirs/vacances,Échanger sur un sujet commun,Le trajet est long,3
9f6ad28a-2d82-4c2a-8b2b-276a85c152ff,Travail/études,Réseautage pro,La conversation est légère,4
f7a51379-c82a-4549-b183-0d96514bb6ce,Loisirs/vacances,Autre,La conversation est légère,4
b98c56c8-616b-41c6-8b36-ce03da8466ea,Visite famille/amis,Discussion sympa,Ça dépend,2
efd717bb-8077-4553-ab53-d6b145ec11f7,Autre,Discussion sympa,Il/elle partage mes centres d’intérêt,5
48339eb2-5d17-477a-913c-7eb727619205,Autre,Réseautage pro,La conversation est légère,3
d7bfa508-e34e-46ab-bd1f-61e1739fb635,Visite famille/amis,Autre,Il/elle partage mes centres d’intérêt,5
1722afae-2207-4f7a-9ced-67b0412b673f,Autre,Discussion sympa,Ça dépend,5
209179f2-5dcb-4b67-8bcb-ffbbb5925236,Visite famille/amis,Discussion sympa,Il/elle partage mes centres d’intérêt,1
8a1cc8a8-8fca-487f-9a36-df5475b6628e,Autre,Échanger sur un sujet commun,Le trajet est long,4
4b2efb09-9612-4456-a25c-5cc355a74cd1,Travail/études,Réseautage pro,La conversation est légère,1
c05aadfc-4216-4889-896c-27a4176b81f6,Travail/études,Réseautage pro,Ça dépend,3
cc36a3cd-4924-4546-b970-85b3c060a9dd,Visite famille/amis,Discussion sympa,Jamais,1
63eccfc4-216d-45a6-b839-641f7aecd8b8,Visite famille/amis,Discussion sympa,La conversation est légère,1
c56aa1ad-b24d-4228-b3c6-928515d87152,Travail/études,Réseautage pro,Il/elle partage mes centres d’intérêt,3
30152be1-7f76-4743-818f-2583534d71d2,Visite famille/amis,Rester tranquille,Il/elle partage mes centres d’intérêt,5
a13cdf53-a867-4af2-b2b8-16eec29b70f5,Visite famille/amis,Autre,Ça dépend,4
289b3bbb-e20a-46b8-b538-1f9b28f959b2,Visite famille/amis,Rester tranquille,Il/elle partage mes centres d’intérêt,5
0cedac2a-8035-4728-b9ff-07860397372b,Loisirs/vacances,Discussion sympa,Le trajet est long,4
b47d743d-b4ab-46b5-b555-87255ad1eec3,Loisirs/vacances,Rester tranquille,Le trajet est long,3
33c7691f-68d2-4757-b6a1-e1f4e9c3ff82,Loisirs/vacances,Discussion sympa,Ça dépend,5
3faf2ac8-d059-4840-a98f-5c12b9bd9ab7,Autre,Discussion sympa,Il/elle partage mes centres d’intérêt,1
f8c9ee83-175e-4811-b35c-a6736725f9db,Autre,Autre,Le trajet est long,5
67265355-f3d1-45db-a4ba-ef469e1151e4,Loisirs/vacances,Discussion sympa,Il/elle partage mes centres d’intérêt,2
af8c159a-b988-429d-a918-6d3107cd4aa9,Loisirs/vacances,Discussion sympa,La conversation est légère,5
e8745b4a-d739-48f7-b72d-d863e07d0e99,Visite famille/amis,Réseautage pro,Le trajet est long,2
2d75077d-f00a-4058-94db-5ee6eea195aa,Travail/études,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,5
45021c2d-ea89-4b4b-804e-3f07e867e33e,Loisirs/vacances,Rester tranquille,La conversation est légère,1
37e10b80-3789-4269-a3c7-4dc0c3c4cba5,Loisirs/vacances,Autre,Ça dépend,4
e8330f32-a67d-4607-af89-6f228a9d7000,Loisirs/vacances,Autre,Le trajet est long,2
95e4c1d9-72b9-4f3f-a85d-ff1990effbe2,Visite famille/amis,Réseautage pro,Ça dépend,4
16d044fe-90ff-4009-8566-e9db578b9053,Visite famille/amis,Réseautage pro,Jamais,5
3b24e3d1-511f-4dfd-9da1-ef8cbbdf632c,Autre,Réseautage pro,Jamais,3
697371c8-6861-4a7b-8e90-62911f97a350,Travail/études,Échanger sur un sujet commun,La conversation est légère,1
4026f850-9d0e-4453-ac11-074316681513,Loisirs/vacances,Autre,La conversation est légère,5
113eeeaf-b015-4020-8064-8301455e7a31,Autre,Réseautage pro,Le trajet est long,1
8615778e-68e6-4014-b0ad-6eac4b52961c,Visite famille/amis,Échanger sur un sujet commun,La conversation est légère,4
842692d6-4352-4bfd-b0ca-eb8d7cfc5b0c,Autre,Réseautage pro,La conversation est légère,4
7ff6ef7e-0790-4cfa-9e7f-528800fe14ca,Loisirs/vacances,Rester tranquille,Il/elle partage mes centres d’intérêt,4
2a1ffd63-7139-4b78-b7ad-45ee33c31c80,Travail/études,Rester tranquille,Ça dépend,4
a255df87-299c-4c67-bba0-804156402980,Autre,Échanger sur un sujet commun,La conversation est légère,1
4104fb34-b9d3-4d69-8ab8-73c6e01d0b8d,Visite famille/amis,Réseautage pro,Ça dépend,2
cad7375c-4a37-4847-8a20-799e5b72ee49,Visite famille/amis,Discussion sympa,La conversation est légère,4
9ff3e9e2-a006-4d20-8960-ab5fc29296db,Autre,Réseautage pro,Le trajet est long,4
78c40c21-03d5-412d-b623-720a5099db13,Autre,Rester tranquille,Jamais,3
24c49eaa-cc94-48c1-969c-913bfe6d2e55,Travail/études,Échanger sur un sujet commun,La conversation est légère,4
6eece9b1-614c-465e-bd1c-237dcccd8601,Loisirs/vacances,Échanger sur un sujet commun,La conversation est légère,2
ae5e8dc2-de6f-4b7b-9f36-c3c68e66bf3d,Travail/études,Échanger sur un sujet commun,Le trajet est long,5
76f91c4a-e3b1-4c2f-ba86-662095183352,Visite famille/amis,Discussion sympa,Jamais,2
5e9e33bb-feb3-4998-aae1-f1e841a13075,Loisirs/vacances,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,5
71324b84-c190-482c-812b-0014133679db,Loisirs/vacances,Discussion sympa,Ça dépend,1
d1ea5225-7046-4c11-86f5-8a2088bd7817,Travail/études,Rester tranquille,Ça dépend,4
5995d3f4-65c1-4f1e-88a1-a29f7ef09579,Loisirs/vacances,Autre,Jamais,5
00ce6e6e-e181-4316-8b06-87a3bfe7c296,Loisirs/vacances,Rester tranquille,Ça dépend,1
ca740274-5fcb-46fd-8b8e-4a1767e2c711,Loisirs/vacances,Échanger sur un sujet commun,Jamais,1
e4a3a86b-5b80-4277-bc2e-ebf3d191fca6,Visite famille/amis,Autre,Ça dépend,2
34fb4466-5095-4055-a347-f6d38377c813,Loisirs/vacances,Discussion sympa,Il/elle partage mes centres d’intérêt,5
b289ab9a-c92f-4526-a767-3b68eddb04ea,Autre,Échanger sur un sujet commun,Le trajet est long,5
ac46abd4-cab6-49a1-b536-70480f50823e,Loisirs/vacances,Autre,Ça dépend,2
56506f3a-1456-4a06-8f21-6f6c0cdc02d5,Visite famille/amis,Réseautage pro,Il/elle partage mes centres d’intérêt,1
3a713653-3b4e-412b-b968-be82d500df48,Visite famille/amis,Réseautage pro,La conversation est légère,2
2dc552fa-09d2-4d3e-af43-488aaa345d57,Loisirs/vacances,Échanger sur un sujet commun,Jamais,4
5fe4b228-8a7e-42f0-b12c-7670985459eb,Travail/études,Discussion sympa,Il/elle partage mes centres d’intérêt,3
1c389f1d-c705-4a73-bbd1-a9de3d1f7333,Visite famille/amis,Échanger sur un sujet commun,Le trajet est long,3
2365e25f-93df-49d4-bd9a-5b495e36b2ce,Loisirs/vacances,Échanger sur un sujet commun,Jamais,5
5db47ad0-967b-4c5f-9c29-70c4473f3782,Loisirs/vacances,Autre,Jamais,4
2e01c55e-fd86-497b-8e33-08e82bad5ece,Autre,Rester tranquille,Jamais,1
c91fd2c1-d6ba-4996-b524-89049c2dad61,Visite famille/amis,Réseautage pro,Il/elle partage mes centres d’intérêt,2
f53c720e-8c2b-47f5-928a-35091cea6d08,Loisirs/vacances,Discussion sympa,Ça dépend,3
9cfdc9db-3def-456b-b7ac-3ca0cc614f23,Loisirs/vacances,Autre,Ça dépend,5
81ded825-d8c5-48b5-8ed4-76377c1532a4,Travail/études,Autre,Le trajet est long,3
282cafb0-d504-45a3-9220-00e9730e15e4,Travail/études,Rester tranquille,Jamais,4
75a41a64-bdda-42b6-8b9d-fb6e51d226f6,Travail/études,Échanger sur un sujet commun,Jamais,2
b3f281f7-7f2a-4403-8beb-c39de7f9791c,Loisirs/vacances,Réseautage pro,Jamais,2
74cddb3e-1b52-4e13-a5df-7189622b88a5,Autre,Échanger sur un sujet commun,Ça dépend,2
dc3c68af-7546-41a1-b194-8af54b967ba7,Loisirs/vacances,Discussion sympa,Ça dépend,5
2ed0299d-75cc-447f-8d4a-0ee6a2bc9358,Loisirs/vacances,Réseautage pro,Il/elle partage mes centres d’intérêt,4
b964227c-b81b-4fd3-a35f-dab875330209,Visite famille/amis,Discussion sympa,Il/elle partage mes centres d’intérêt,2
76e68b4d-1384-4914-a9ac-8e6fbb103af4,Travail/études,Autre,Le trajet est long,5
dd541fa3-7907-49d0-b702-75a16908ede9,Loisirs/vacances,Rester tranquille,Ça dépend,5
159cc63e-354e-4a37-ae37-40ae461a461a,Loisirs/vacances,Autre,La conversation est légère,1
1339b963-48a2-4c2c-8065-f17077ea6867,Travail/études,Autre,Jamais,1
5ccef7dd-057a-4ccf-8cb9-33ee463d1e0c,Travail/études,Rester tranquille,Ça dépend,3
956cd0a4-aae2-44f8-b631-91b0800d170c,Autre,Réseautage pro,Ça dépend,2
58e85340-62db-45ff-bcec-9fdabee1e280,Visite famille/amis,Réseautage pro,Ça dépend,3
d5e4a1cd-2b66-43f7-af45-35da59adff09,Visite famille/amis,Autre,Jamais,1
e120465f-9821-4909-abd4-448c8e0266f5,Travail/études,Autre,Jamais,2
866a3fb5-e361-4513-9578-20409450f8f8,Travail/études,Échanger sur un sujet commun,La conversation est légère,5
0fe9c4e1-cdb6-431e-8703-70ba4e340a9b,Travail/études,Autre,Jamais,3
8f6e560e-3f5e-417b-a284-3c06b1a13f33,Autre,Discussion sympa,La conversation est légère,3
b9617eb4-97a8-4694-982e-a698e3fc62fc,Travail/études,Rester tranquille,Le trajet est long,1
097b58ea-bd8e-4cfc-ae40-6af4e01b5405,Autre,Rester tranquille,Il/elle partage mes centres d’intérêt,1
597c161d-47bb-495e-b0df-911653a986e1,Autre,Rester tranquille,Ça dépend,2
91a9eddf-d96a-47ac-80bf-8096e5ea887e,Loisirs/vacances,Discussion sympa,La conversation est légère,4
8e146d2e-787d-4aab-89bb-512149cb48cc,Loisirs/vacances,Rester tranquille,Le trajet est long,4
ca07d0bc-cdf4-4cd9-be86-b31db237d698,Autre,Échanger sur un sujet commun,Ça dépend,1
c25ad5ea-ba1b-4c85-be44-968a7f21695a,Visite famille/amis,Rester tranquille,Le trajet est long,2
bd2c41bb-198d-4041-a0af-34b43369d952,Autre,Rester tranquille,Ça dépend,2
6a9e5cac-0139-460f-ab22-e1ed5e73d447,Loisirs/vacances,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,5
483a3eaf-5923-4480-97ad-b760b5ac3f39,Loisirs/vacances,Autre,Il/elle partage mes centres d’intérêt,5
1f905881-6606-4a5f-b11e-b4294bb4c036,Visite famille/amis,Rester tranquille,Le trajet est long,1
de526dd4-fd6d-42b0-bd70-d4a41d77e885,Visite famille/amis,Rester tranquille,Le trajet est long,2
1dc4292f-1f9d-4adb-ba15-762b4e6182d0,Autre,Rester tranquille,Jamais,2
988eb7d1-d028-4c4c-86bf-c8c9eda80211,Loisirs/vacances,Échanger sur un sujet commun,Il/elle partage mes centres d’intérêt,3
d0e93458-8d3c-400e-b291-11665a93e533,Loisirs/vacances,Discussion sympa,Ça dépend,1
6bd67531-87c1-4f42-aa56-5a7f2a760db8,Visite famille/amis,Discussion sympa,La conversation est légère,2
9678490f-7df9-4172-b960-25cdddc1b7b1,Visite famille/amis,Discussion sympa,Ça dépend,4
07f85291-16b8-4e37-84c3-5869b9048f47,Travail/études,Rester tranquille,Il/elle partage mes centres d’intérêt,3
de84c774-83db-41d5-ba66-9f0e113086e0,Autre,Rester tranquille,Le trajet est long,5
ed4be59c-da9d-4a1f-8fc6-0578a0ad2ec3,Autre,Réseautage pro,Jamais,1
